title,author,year,genre,audience,pages,goodreads_rating,tags
Spider-Geddon (2018 - 2019),Christos Gage,2018.0,Superhero,young_adult,,3.9,superhero marvel action adult
Siege: Loki (2010),Kieron Gillen,2010.0,Superhero,adult,,3.9,superhero epic asgard war
Spider-Man & Wolverine (2003),,2004.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Siege: Captain America (2010),Christos Gage,2010.0,Superhero,adult,,3.9,superhero political war patriotism shield serum wwii-veteran
Spellbinders (2005),,2005.0,Superhero,adult,,3.9,superhero marvel action adult
Siege (2015),Kieron Gillen,2015.0,Superhero,adult,,3.9,superhero epic asgard war
Spider-Island Spotlight (2005),"John Rhett Thomas, Dan Slott",2011.0,Superhero,adult,,3.9,superhero marvel action adult
Shuri (2018 - 2019),Nnedi Okorafor,2019.0,Superhero,young_adult,,3.9,superhero marvel action adult
Spectacular Spider-Man (2011),John Ostrander,2011.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
She-Hulk: Cosmic Collision (2008),Peter David,2008.0,Superhero,adult,,3.9,superhero comedy legal female-lead fourth-wall
Spider-Man & the X-Men (2014 - 2015),Elliott Kalan,2015.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
She-Hulk Annual (2019),Alexandra Petri,2019.0,Superhero,young_adult,,3.9,superhero comedy legal female-lead fourth-wall
She-Hulk (2014 - 2015),,,Superhero,adult,,3.9,superhero comedy legal female-lead fourth-wall
Spider-Man Spectacular (2014),Vc Joe Caramagna,2014.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Special Marvel Edition (1971 - 1974),"Steve Englehart, Jim Starlin",1974.0,Superhero,adult,,3.9,superhero marvel action adult
Secret Avengers (2010 - 2012),Rick Remender,2013.0,Superhero,adult,,3.9,superhero spy black-ops team
Skrulls Vs. Power Pack (2008),"Fred Van Lente, Chris Giarrusso",2008.0,Superhero,children,,3.9,superhero children family powers
Sabretooth: Mary Shelley Overdrive (2002),Dan Jolley,2002.0,Superhero,adult,,3.9,superhero marvel action adult
Slapstick (2016 - 2017),David Nakayama,2017.0,Superhero,adult,,3.9,superhero marvel action adult
Scarlet (2010 - 2016),Brian Michael Bendis,2016.0,Superhero,adult,,3.9,superhero marvel action adult
Spider-Man & the Human Torch in...Bahia De Los Muertos! (2009),Tom Beland,2009.0,Superhero,children,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Secrets of the House of M (2005),Mike Raicht,2005.0,Superhero,adult,,3.9,superhero alternate-reality mutants wanda
Son of Satan (1975 - 1977),"Archie Goodwin, Bill Mantlo",1977.0,Superhero,adult,,3.9,superhero marvel action adult
Secret Service (2012 - 2013),Mark Millar,2013.0,Superhero,adult,,3.9,superhero marvel action adult
Skaar: King of the Savage Land (2011),Rob Williams,2011.0,Superhero,adult,,3.9,superhero marvel action adult
Spider-Man Family Featuring Spider-Man's Amazing Friends (2006),Sean Mckeever,2006.0,Superhero,children,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Secret Invasion: Home Invasion Digital Comic (2008),,2008.0,Superhero,adult,,3.9,superhero conspiracy paranoia alien-infiltration
Secret Warps: Ghost Panther Annual (2019),"Daniel Kibblesmith, Al Ewing",2019.0,War,adult,,3.9,war military historical combat
Spider-Man & Venom: Double Trouble (2019 - 2020),Mariko Tamaki,2020.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Secret Invasion Chronicles (2009),,2009.0,Superhero,adult,,3.9,superhero conspiracy paranoia alien-infiltration
Silver Surfer: Enslavers (1990),"Stan Lee, Keith Pollard",1990.0,Superhero,adult,,3.9,superhero cosmic philosophical space power-cosmic
Secret Invasion: Thor (2008 - 2009),Matt Fraction,2008.0,Superhero,adult,,3.9,superhero conspiracy paranoia alien-infiltration
Spider-Girls (2018),Jody Houser,2018.0,Superhero,young_adult,,3.9,superhero marvel action adult
Shadowland: Daughters of the Shadow (2010),Jason Henderson,2010.0,Superhero,adult,,3.9,superhero marvel action adult
Silent War (2007),,2007.0,War,adult,,3.9,war military historical combat
Shanna the She-Devil (1972 - 1973),Steve Gerber,1973.0,Superhero,adult,,3.9,superhero marvel action adult
Spider-Man 2099 Special (1995),"Jonathan Peterson, Ian Edginton, Mark Waid",1995.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Shadowland: Power Man (2010),Fred Van Lente,2010.0,Superhero,adult,,3.9,superhero street-level crime diverse
SPIDER-MAN TEAM-UP VOL. 1: A LITTLE HELP FROM MY FRIENDS DIGEST (2005),,2005.0,Superhero,children,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Sensational Spider-Man Annual (2007),Matt Fraction,2007.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Spider-Force (2018),Christopher Priest,2018.0,Superhero,young_adult,,3.9,superhero marvel action adult
Sgt. Fury and His Howling Commandos Annual (1965 - 1971),,2008.0,War,adult,,3.9,war military wwii howling-commandos
Spider-Island: I Love New York City (2011),,2011.0,Romance,adult,,3.9,romance love relationship
Secret Wars: Agents of Atlas (2015),Tom Taylor,2015.0,Superhero,adult,,3.9,superhero multiverse cosmic epic battleworld
Spider-Gwen: Ghost-Spider (2018 - Present),,,Superhero,young_adult,,3.9,superhero young-adult female-lead alternate-universe
Spider-Island: Deadly Foes (2011),"Christos Gage, Fred Van Lente, Dan Slott",2011.0,Superhero,adult,,3.9,superhero marvel action adult
Siege: Secret Warriors (2010),Jonathan Hickman,2010.0,Superhero,adult,,3.9,superhero epic asgard war
Special Edition: X-Men (1983),"Chris Claremont, Len Wein",1983.0,Superhero,adult,,3.9,superhero mutants political-allegory racism-metaphor xavier-institute team
Silver Sable & the Wild Pack (1992),Gregory Wright,1994.0,Superhero,children,,3.9,superhero marvel action adult
She-Hulks (2010 - 2011),Harrison Wilcox,2011.0,Superhero,adult,,3.9,superhero comedy legal female-lead fourth-wall
Shatterstar (2018 - 2019),Tim Seeley,2019.0,Superhero,adult,,3.9,superhero marvel action adult
Siege: Young Avengers (2010),Sean Mckeever,2010.0,Superhero,young_adult,,3.9,superhero young-adult team coming-of-age
Solo (2016 - 2017),"Geoffrey Thorne, Gerry Duggan",2017.0,Superhero,adult,,3.9,superhero marvel action adult
Siege Director's Cut (2010),Brian Michael Bendis,2010.0,Superhero,adult,,3.9,superhero epic asgard war
SPIDER-ISLAND DAILY BUGLE [BUNDLES OF 25] (2011),,2011.0,Superhero,adult,,3.9,superhero marvel action adult
Shame Itself (2011),Victor Varnado,2011.0,Superhero,adult,,3.9,superhero marvel action adult
Spider-Man Loves Mary Jane (2008 - 2009),Terry Moore,2008.0,Superhero,children,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Silver Surfer: The Best Defense (2018),Jason Latour,2018.0,Superhero,adult,,3.9,superhero cosmic philosophical space power-cosmic
Slingers (1998 - 1999),,1998.0,Superhero,adult,,3.9,superhero marvel action adult
Space: Punisher (2011 - 2012),Frank Tieri,2012.0,Superhero,adult,,3.9,superhero dark vigilante skull war-zone crime violence military
Skaar: Son of Hulk Presents - Savage World of Sakaar (2008),Greg Pak,2008.0,Superhero,adult,,3.9,superhero gamma-radiation rage science strength
Secret Wars Journal (2015),"Aaron Alexovich, Jen Soska, Sylvia Soska",2015.0,Superhero,adult,,3.9,superhero multiverse cosmic epic battleworld
Secret Warps: Soldier Supreme Annual (2019),"Mark Waid, Al Ewing",2019.0,War,adult,,3.9,war military historical combat
Silver Surfer: Parable (1988),Stan Lee,2013.0,Superhero,adult,,3.9,superhero cosmic philosophical space power-cosmic
Secret Invasion: Who Do You Trust? (2008),"Christos Gage, Zeb Wells, Jeff Parker, Mike Carey",2008.0,Superhero,adult,,3.9,superhero conspiracy paranoia alien-infiltration
Spider-Man Adventures (1994 - Present),,,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
"Shanna, the She-Devil: Survival of the Fittest (2007)",,2008.0,Superhero,adult,,3.9,superhero marvel action adult
Shadowland:After the Fall (2010),Antony Johnston,2010.0,Superhero,adult,,3.9,superhero marvel action adult
Spider-Island: Emergence of Evil - Jackal & Hobgoblin (2011),Roger Stern,2011.0,Superhero,adult,,3.9,superhero marvel action adult
Shadowland: Blood on the Streets (2010),Antony Johnston,2010.0,Horror,adult,,3.9,superhero horror dark supernatural
Spider-Ham 25th Anniversary Special (2010),"Tom Defalco, Tom Peyer",2010.0,Superhero,adult,,3.9,superhero marvel action adult
Spider-Girl Presents: The Buzz (2000),,2007.0,Superhero,children,,3.9,superhero marvel action adult
Siege: Embedded (2010),,2010.0,Superhero,adult,,3.9,superhero epic asgard war
Sif (2010),Kelly Sue Deconnick,2010.0,Superhero,adult,,3.9,superhero marvel action adult
Speedball (1988 - 1989),,2005.0,Superhero,adult,,3.9,superhero marvel action adult
She-Hulk Sensational (2010),"Peter David, Brian Reed",2010.0,Superhero,adult,,3.9,superhero comedy legal female-lead fourth-wall
Spider-Man & the Secret Wars (2009 - 2010),Paul Tobin,2010.0,Superhero,adult,,3.9,superhero multiverse cosmic epic battleworld
Season's Beatings (2018),Jason Latour,2018.0,Superhero,young_adult,,3.9,superhero marvel action adult
Skull the Slayer (1975 - 1976),Bill Mantlo,1976.0,Superhero,children,,3.9,superhero marvel action adult
Secret Wars: Official Guide to the Marvel Multiverse (2015),"Chris Mccarver, Patrick C. Duke, Markus Raymond, Rob London",2015.0,Superhero,adult,,3.9,superhero multiverse cosmic epic battleworld
Spider-Island: The Amazing Spider-Girl (2011),Paul Tobin,2011.0,Superhero,adult,,3.9,superhero marvel action adult
Secret War: From the Files of Nick Fury (2005),Mike Raicht,2005.0,Superhero,adult,,3.9,superhero spy military espionage shield
Silver Surfer/Warlock: Resurrection (1993),Jim Starlin,1993.0,Superhero,adult,,3.9,superhero cosmic philosophical space power-cosmic
Spider-Man 2099 Annual (1994),Peter David,1994.0,Superhero,children,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Sergio Aragones Stomps Star Wars (2000),,2000.0,War,adult,,3.9,war military historical combat
Spectacular Spider-Girl (2010),Tom Defalco,2010.0,Superhero,adult,,3.9,superhero marvel action adult
Savage Tales (1971 - 1975),,1974.0,Superhero,adult,,3.9,superhero anthology stories
Solo: A Star Wars Story Adaptation (2018 - 2019),Robbie Thompson,2019.0,War,young_adult,,3.9,war military historical combat
Secret Invasion: Requiem (2008),,2008.0,Superhero,adult,,3.9,superhero conspiracy paranoia alien-infiltration
Sense & Sensibility (2010),Nancy Butler,2010.0,Superhero,adult,,3.9,superhero marvel action adult
Sinister War (2021 - Present),,,War,adult,,3.9,war military historical combat
Shadowland: Ghost Rider (2010),Rob Williams,2010.0,Superhero,adult,,3.9,superhero horror supernatural demonic hellfire chain
Spider-Men II (2017),Brian Michael Bendis,2017.0,Superhero,adult,,3.9,superhero marvel action adult
Star Wars: Age of Rebellion - Boba Fett (2019),"Greg Pak, Bria Lavorgna",2019.0,War,young_adult,,3.9,war military historical combat
Star Wars: Boba Fett (1997 - 1996),,1996.0,War,adult,,3.9,war military historical combat
Star Wars: Age of Republic - Qui-Gon Jinn (2018),Jody Houser,2018.0,War,young_adult,,3.9,war military historical combat
Star Wars: Droids (1995),,1995.0,War,adult,,3.9,war military historical combat
Star Wars: Episode I - The Phantom Menace Manga (1999 - 2000),George Lucas,2000.0,War,adult,,3.9,war military historical combat
Star Wars: Age Of Rebellion - Princess Leia (2019),"Greg Pak, Glenn Greenberg",2019.0,War,young_adult,,3.9,war military historical combat
Spider-Man: With Great Power... (2008),David Lapham,2008.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Spider-Man Magazine (2008 - 2037),,2011.0,Superhero,children,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Star Wars: Crimson Empire II - Council of Blood (1998 - 1999),,1999.0,Horror,adult,,3.9,superhero horror dark supernatural
Spider-Man: The Venom Agenda (1998),Larry Hama,1998.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
SPIDER-MAN HOMECOMING: MORNING RUSH PART TWO (2017),,,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Star Wars: Age Of Rebellion - Lando Calrissian (2019),"Greg Pak, Glenn Greenberg",2019.0,War,young_adult,,3.9,war military historical combat
SPIDER-MAN HOMECOMING: MORNING RUSH PART ONE (2017),,,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Spider-Man: The Short Halloween (2009),"Bill Hader, Seth Meyers",2009.0,Superhero,adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
SPIDER-MAN FEATURING THE SILVER SURFER MAGAZINE WAL-MART VARIANT (2007),,2007.0,Superhero,children,,3.9,superhero cosmic philosophical space power-cosmic
Star Wars: Beckett (2018),Gerry Duggan,2018.0,War,young_adult,,3.9,war military historical combat
Spider-Man Family Featuring Spider-Clan (2006),C.B. Cebulski,2006.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Star Wars Infinities: Return of the Jedi (2003 - 2004),Adam Gallardo,2004.0,War,adult,,3.9,war military historical combat
Spider-Man Family (2005),Tom Defalco,2005.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Star Wars: Age of Rebellion - Han Solo (2019),"Greg Pak, Glenn Greenberg",2019.0,War,young_adult,,3.9,war military historical combat
Spider-Man Facsimile Edition (2020),,2020.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Star Wars Handbook 2: Crimson Empire (1998),,1999.0,War,adult,,3.9,war military historical combat
Spider-Man Annual (2018),"Bryan Edward Hill, Emily Lerner",2018.0,Superhero,adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Star Wars: Chewbacca (2000),,2000.0,War,adult,,3.9,war military historical combat
Spider-Man: Fever (2010),Brendan Mccarthy,2010.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Star Wars Handbook (1998),,2000.0,War,adult,,3.9,war military historical combat
Spider-Man: Fear Itself (1992),"Gerry Conway, Stan Lee",1992.0,Superhero,children,,3.9,superhero horror dark fear hammer
Star Wars: Age Of Rebellion - Darth Vader (2019),"Bria Lavorgna, Greg Pak",2019.0,War,young_adult,,3.9,war military historical combat
Spider-Man: Enter the Spider-Verse (2018),Ralph Macchio,2018.0,Superhero,adult,,3.9,superhero multiverse alternate-universe
Star Wars Director's Cut (2015),Jason Aaron,2015.0,War,young_adult,,3.9,war military historical combat
Spider-Man: Dead Man's Hand (1997),"Joe Edkin, Roger Stern",1997.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Star Wars: Episode I - The Phantom Menace (1999),Rodolfo Damaggio,1999.0,War,adult,,3.9,war military historical combat
Spider-Man: Chapter One (1998 - 1999),"John Byrne, Al Milgrom",1999.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Star Wars Annual (1979 - 1983),Jo Duffy,1983.0,War,adult,,3.9,war military historical combat
Spider-Man: Brand New Day - Extra!! (2008),"Zeb Wells, Joe Kelly, Marc Guggenheim",2008.0,Superhero,children,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Star Wars: A Valentine Story (2003),,2003.0,War,adult,,3.9,war military historical combat
Spider-Man: Blue (2002 - 2003),,2004.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Star Wars (2020 - Present),,,War,adult,,3.9,war military historical combat
Spider-Man: Back in Black (2007),"Stuart Vandal, Mike Fichera, Sean Mcquaid, Madison Carter",2007.0,Superhero,young_adult,,3.9,superhero street-level spider-man responsibility teenager web-slinger peter-parker
Star Wars: Boba Fett - Twin Engines of Destruction (1997),Andy Mangels,1997.0,War,adult,,3.9,war military historical combat
