title,author,year,genre,audience,pages,goodreads_rating,tags
Akuma ga Hallelujah,"Kikuchi, Kamaro",2008.0,Manga,young_adult,,3.49,manga young_adult
SM Hunter,"Na, You",2005.0,Science Fiction,adult,,3.49,action fantasy manga romance sci-fi
Ningen Deshita (I Was Human),"Nakagawa, Yuukei",2013.0,Slice of Life,adult,,3.49,drama manga romance slice-of-life
Become Habituated to Kiss,"Hwang, Mi Ri",2008.0,Romance,young_adult,,3.49,comedy manga romance young_adult
Beast Harem,"Doumoto, Nao",2006.0,Romance,young_adult,,3.49,drama manga romance young_adult
Ryouko no Shinrei Jikenbo,"Shinohara, Chie",1988.0,Horror,young_adult,,3.49,drama horror manga mystery romance sci-fi young_adult
B - Wanted,"Enue, Kei",,Manga,adult,,3.49,comedy drama manga romance
Mizutama Fabric,"Hayashi, Mikase",2002.0,Manga,young_adult,,3.49,manga young_adult
Night Head Genesis,"Higuri, You",2006.0,Manga,adult,,3.49,manga
Hell Hell,"Azuma, Jun",2010.0,Action,young_adult,,3.49,action manga supernatural young_adult
Kanojo ga Kare ni Ochiru Wake,"Nanao, Mio",2010.0,Manga,young_adult,,3.49,manga young_adult
Ranobe no Hen!,"Yamaki, Rin",2010.0,Manga,adult,,3.49,adult comedy ecchi manga romance
Watashi no Suki na Souma-Kun,"Mashiba, Nao",2008.0,Manga,young_adult,,3.49,manga young_adult
Lover Puzzle,"Hwang, Mi Ri",2010.0,Manga,adult,,3.49,comedy drama manga romance
Koi no Choujikuuhou (Super Dimensional Love Gun),"Kago, Shintarou",2015.0,Horror,adult,,3.49,avant-garde ecchi horror manga
Futaribocchi Sensou (War for Just the Two of Us),"Hijihara, Erubo",2017.0,Science Fiction,young_adult,,3.49,action manga sci-fi young_adult
Kyou wa Mada Futsuu ni Narenai (I'm Not Ready to Be Normal Today.),U-temo,2020.0,Manga,adult,,3.49,manga
The Lady's Butler,"Ha, Yaeji",2020.0,Romance,adult,,3.49,fantasy isekai manga parallel-world reincarnation romance
Hima nanode Okujou ni imasu,"Ukyou, Ayane",2011.0,Romance,young_adult,,3.49,lgbt manga romance young_adult
Humanitas,"Yamamoto, Aki",2015.0,Manga,adult,,3.49,adult manga
Monte Carlo no Ame (The Rain in Monte Carlo),"Kumota, Haruko",2014.0,Manga,adult,,3.49,manga
Yoru no Kagi (The Sign of Abyss),"Takamura, Maya",2018.0,Fantasy,young_adult,,3.49,drama fantasy manga young_adult
Otome Mania!!,"Tsukigase, Yurino",2014.0,Romance,young_adult,,3.49,comedy manga romance young_adult
Ten no Hanayome,"Mitsuki, Miko",2013.0,Romance,young_adult,,3.49,manga romance supernatural young_adult
"Inochi Mijikashi, Koiseyo Furyou Shounen!","Nijino, Yuka",2013.0,Manga,young_adult,,3.49,manga young_adult
The Doctor Is Out,Yunajin,2022.0,Romance,adult,,3.49,fantasy manga romance
Bokura no Yukue wa,"Watanabe, Kana",2010.0,Romance,young_adult,,3.49,manga romance slice-of-life young_adult
Shinkaigyo no Anko-san (Anko-san of the Deep-sea Fish),Inuinu,2012.0,Fantasy,adult,,3.49,comedy fantasy manga
Lady Evony,Jaya,2019.0,Fantasy,adult,,3.49,drama fantasy manga
Raou-kun wa Watashi ni Kamau,Pink-ge,2021.0,Romance,adult,,3.49,comedy manga romance
AFO-Guard,mikimaki,2013.0,Romance,adult,,3.49,comedy coming-of-age manga parody romance school
Kagakuteki ni Sonzai shiuru Creature Musume no Kansatsu Nisshi (Creature Girls: A Hands-On Field Journal in Another World),KAKERU,2017.0,Fantasy,adult,,3.49,action comedy ecchi fantasy manga supernatural
Boku no Dokuhime wa Kyou mo Kawaii (My Poison Princess Is Still Cute),"Sakutake, Chihiro",2022.0,Fantasy,adult,,3.49,adult comedy fantasy manga romance
When the Third Wheel Strikes Back,Sookym,2022.0,Fantasy,adult,,3.49,comedy fantasy isekai manga parallel-world reincarnation
Skill Master Levels Up,Paranyeong,2023.0,Fantasy,adult,,3.49,action fantasy manga
"Zantei, Koibito","Akiba, Touko",,Manga,adult,,3.49,manga
Brothers Conflict: Puru Puru,"Cotorino, Deathco",2012.0,Manga,young_adult,,3.49,manga young_adult
"Sugar Girl, Sugar Doll","Enoki, Rika",2012.0,Manga,young_adult,,3.49,manga young_adult
Yajuu Kanojo,Konatsu,2011.0,Romance,young_adult,,3.49,comedy manga romance young_adult
Fetish Berry,"Aki, Arata",2010.0,Romance,young_adult,,3.49,comedy manga romance young_adult
Dark Mage,"Kang, Jae-Sin",2005.0,Fantasy,adult,,3.49,action adult fantasy manga
Rock Lee no Seishun Full-Power Ninden,"Taira, Kenji",2010.0,Comedy,young_adult,,3.49,action combat comedy manga martial-arts parody powers superhero young_adult
Melange!,"Nigushi, Keiko",2010.0,Manga,young_adult,,3.49,manga young_adult
Tetsudou Shoujo Manga (Maiden Railways),"Nakamura, Asumiko",2008.0,Manga,adult,,3.49,adult manga
"Haikei, Sekensama. (Dear, the World.)","Kanzaki, Shin",2022.0,Manga,adult,,3.49,manga
The Heiress's Double Life,"Go, Eunchae",2021.0,Romance,adult,,3.49,fantasy isekai manga parallel-world reincarnation romance
Hamster Club,Medetai,1996.0,Manga,children,,3.49,children manga
Pupipo!,"Oshikiri, Rensuke",2007.0,Slice of Life,young_adult,,3.49,manga slice-of-life supernatural young_adult
Hatsukoi Kouzoushiki,"Amano, Shuninta",2012.0,Manga,adult,,3.49,manga
Tsurenai hodo Aokute Azatoi kurai ni Akai,tomomi,2021.0,Romance,adult,,3.49,adult drama manga romance
Nitamono Doushi no (Like Two Peas in a Pod),"Kanbe, Gorou",2019.0,Manga,adult,,3.49,manga
Ganbare! Memeko-chan,Munko,2004.0,Slice of Life,adult,,3.49,comedy manga romance slice-of-life
Marriage Gray,"Wadachi, Taira",2021.0,Romance,adult,,3.49,adult comedy manga romance
"Kanojo ni Uwaki Sareteita Ore ga, Koakuma na Kouhai ni Natsukareteimasu (My Coquettish Junior Attaches Herself to Me!)","Kazawa, Yohei",2021.0,Romance,young_adult,,3.49,comedy manga romance young_adult
Witch Hunt,"Park, So",2014.0,Fantasy,adult,,3.49,fantasy manga supernatural
Eiga Novelize Death Note: Light Up the New World,"Kusakabe, Masatoshi",2016.0,Mystery,adult,,3.49,cat-mouse death-note genius-protagonist kira manga mystery ryuk shinigami supernatural suspense
Yamanai Fukou no Owarasekata (How to Stop the Never Ending Unhappiness),"Takagi, Shigeyoshi",2019.0,Manga,adult,,3.49,manga
Pet wa Binyanshi.,"Miyake, Madoka",2010.0,Manga,young_adult,,3.49,manga young_adult
Dekoboko Girlish,"Hara, Ayumi",2009.0,Slice of Life,adult,,3.49,adult comedy manga slice-of-life
Baka ga Zenra de Yattekuru,"Ida, Hiroto",2011.0,Manga,adult,,3.49,adult manga
Onna Doushi de Kodomo wo Umukoto ni Shimashita,"Sugiyama, Emiko",2016.0,Slice of Life,adult,,3.49,lgbt manga slice-of-life
Haikei Date Masamune-sama,"Nakajima, Tsubasa",2010.0,Romance,young_adult,,3.49,comedy manga romance young_adult
Mouse,"Akahori, Satoru",1999.0,Action,adult,,3.48,action adult comedy ecchi manga
Kimi to Boku no Junjou Renai Jijou,"Fukuyama, Yuki",2005.0,Manga,young_adult,,3.48,comedy drama manga romance young_adult
Akahime Ranshin,"Yamamoto, Nobuyo",2008.0,Manga,young_adult,,3.48,manga young_adult
Popcorn Avatar,"Hoshino, Koichiro",2009.0,Superhero,adult,,3.48,action comedy coming-of-age ecchi manga powers romance school superhero
Momonchi,"Toume, Kei",2006.0,Slice of Life,adult,,3.48,adult drama manga slice-of-life
Moteki,"Kubo, Mitsurou",2008.0,Manga,adult,,3.48,adult comedy drama manga romance
Gyakuten Saiban: Turnabout Crossover,"Suekane, Kumiko",2005.0,Mystery,adult,,3.48,comedy detective drama manga mystery workplace
Bijo Juku,"Yokoyama, Mayumi",2008.0,Romance,young_adult,,3.48,comedy manga romance young_adult
Akikan!,"Suzuhira, Hiro",2007.0,Romance,adult,,3.48,comedy manga romance
Princess Bride Story,"Kuwayoshi, Asa",2004.0,Fantasy,young_adult,,3.48,adventure fantasy manga young_adult
Koko ga Uwasa no El Palacio,"Aoyagi, Takao",2009.0,Sports,young_adult,,3.48,combat-sports comedy ecchi manga romance sports young_adult
Mononoke-zoushi,"Takahashi, Yousuke",2007.0,Horror,adult,,3.48,adult horror manga supernatural
Nude Model,"Yamaguchi, Tsubasa",2015.0,Manga,adult,,3.48,adult manga
Garden,"Kotobuki, Tarako",2000.0,Science Fiction,adult,,3.48,lgbt manga sci-fi
Croket!,"Kashimoto, Manabu",2000.0,Fantasy,children,,3.48,adventure children comedy fantasy manga
Isshou Tsuzukerarenai Shigoto,"Yamada, Yugi",2007.0,Manga,adult,,3.48,manga
I Am the Sorcerer King,Decaspell,2019.0,Fantasy,adult,,3.48,action adventure fantasy manga
Queen in the Shadows,Hayul,2020.0,Fantasy,adult,,3.48,drama fantasy manga
I Woke Up as the Villain,"Soo, Yuhyeon",2020.0,Fantasy,adult,,3.48,action fantasy isekai manga parallel-world reincarnation
My Fair Footman,"Lee, Jaa",2018.0,Manga,adult,,3.48,manga
My Dad Is Too Strong,Gaebyeok S,2020.0,Fantasy,adult,,3.48,action comedy fantasy manga
Atsumare! Gakuen Tengoku,"Tsuda, Mikiyo",2007.0,Manga,young_adult,,3.48,manga young_adult
Ergo Proxy: Centzon Hitchers and Undertaker,"Harao, Yumiko",2006.0,Horror,adult,,3.48,adventure horror manga mystery
Nan Eomma Nun Appa,"Hwang, Mi Ri",2011.0,Manga,young_adult,,3.48,manga young_adult
Scary Campus College University,"Nagashii, Kouhei",2022.0,Horror,adult,,3.48,adult horror manga supernatural
Hyouka no Emi ga Saku,"Takahata, Kyuu",2022.0,Manga,adult,,3.48,adult manga
Gachi Koi Maou-sama,"Moriya, Haru",2023.0,Fantasy,adult,,3.48,comedy fantasy manga romance
Momoiro Tengu (Pink Tengu),Yukimura,2007.0,Romance,adult,,3.48,lgbt manga supernatural
Kimi no Sei,"Chatani, Ami",2009.0,Romance,young_adult,,3.48,drama manga romance young_adult
"Sensei to, Uwakichuu","Fujinaka, Chise",2010.0,Manga,young_adult,,3.48,manga young_adult
Taming the Cat Master,"Han, Yu-Rang",2010.0,Manga,adult,,3.48,manga
Anastasia Club,"Saitou, Chiho",2001.0,Mystery,young_adult,,3.48,adventure drama manga mystery young_adult
Honey Coming: Sweet Love Lesson,HOOKSOFT,2007.0,Romance,adult,,3.48,comedy coming-of-age manga romance school
Elf Tensei kara no Cheat Kenkokuki,GUNP,2015.0,Fantasy,adult,,3.48,action adventure fantasy manga romance
Sumire Syrup,"Satou, Kaede",2011.0,Manga,young_adult,,3.48,manga young_adult
Kuraku naru Made Matte,"Tsukuba, Sakura",2011.0,Romance,young_adult,,3.48,drama manga romance young_adult
Battle Royale: Tenshi-tachi no Kokkyou (Battle Royal: Angels' Border),"Takami, Koushun",2011.0,Romance,adult,,3.48,adult drama lgbt manga romance
Space China Dress,,,Science Fiction,young_adult,,3.48,action comedy ecchi manga sci-fi young_adult
Black Rock-chan,huke,2011.0,Fantasy,young_adult,,3.48,comedy fantasy manga young_adult
En Passant,"Yuzunoki, Tarou",2009.0,Fantasy,young_adult,,3.48,action comedy fantasy manga young_adult
Yonakano Reiji ni Harem wo!!,"Kojima, Akira",2018.0,Romance,young_adult,,3.48,comedy manga romance young_adult
Ota Kare Fujo Kano,Shinobi,2017.0,Manga,young_adult,,3.48,manga young_adult
Zoushoku Shoujo Plana-chan!,"Haruse, Hiroki",2010.0,Science Fiction,young_adult,,3.48,comedy manga sci-fi young_adult
Zanbara!,"Katagiri, Ikumi",2007.0,Action,adult,,3.48,action adult adventure drama manga
Namiuchigiwa no Muromi-san,"Najima, Keiji",2009.0,Slice of Life,young_adult,,3.48,comedy manga slice-of-life supernatural young_adult
Koimoku,"Im, Dal Young",2011.0,Manga,adult,,3.48,adult comedy ecchi manga romance
Koibito Asobi,"Igari, Soyoko",2010.0,Romance,young_adult,,3.48,drama manga romance young_adult
Joker no Kuni no Alice: Mahiru ni Miru Yume (Alice in the Country of Joker: The Nightmare Trilogy Vol. 2 - Afternoon Dream),Job,2010.0,Romance,young_adult,,3.48,fantasy manga romance young_adult
Hadaka no Taiyou,"Yoshiki, Masakazu",2012.0,Slice of Life,young_adult,,3.48,comedy manga romance slice-of-life young_adult
Suki Naki Koi,"Kyoumachi, Hisa",2012.0,Romance,young_adult,,3.48,drama manga romance young_adult
Robotics;Notes,"Asakawa, Keiji",2012.0,Mystery,young_adult,,3.48,adventure coming-of-age manga mind mystery psychological romance school sci-fi young_adult
Kareshi Toshishitakei,"Yagami, Rina",2009.0,Manga,young_adult,,3.48,manga young_adult
Clover no Kuni no Alice: Shirousagi to Tokeijikake no Wana,QuinRose,2010.0,Romance,young_adult,,3.48,fantasy manga romance young_adult
Seirei Produce,"Miyagi, Tooko",2009.0,Romance,young_adult,,3.48,manga romance supernatural young_adult
Ichiya dake no Princess (Princess of Convenience),"Hashimoto, Takako",2008.0,Romance,adult,,3.48,adult drama manga romance
Kimi wa Haru ni Me wo Samasu (You Will Wake Up in the Spring),"Shima, Asato",2017.0,Manga,young_adult,,3.48,manga young_adult
Koi to Himitsu no Gakuseiryou (The Dorm of Love and Secrets),"Asada, Nikki",2017.0,Manga,young_adult,,3.48,manga young_adult
Unbalance x3,"Im, Dal Young",2015.0,Manga,adult,,3.48,drama ecchi manga romance
Mermaid Boys,"Sarachi, Yomi",2016.0,Manga,young_adult,,3.48,manga young_adult
Dear Nemesis,Minato,2022.0,Fantasy,adult,,3.48,drama fantasy manga romance
The Perfect Plan for a Fairy-Tale Ending,Yangyang,2022.0,Romance,adult,,3.48,fantasy isekai manga parallel-world romance
Galaxias,"Hatezaka, Ao",2022.0,Fantasy,young_adult,,3.48,action fantasy manga young_adult
Dhaldot no Akujiki Musume,"Shinjou, Hajime",2015.0,Mystery,young_adult,,3.48,fantasy manga mystery supernatural young_adult
Mushishi Gaitanshuu,"Ashinano, Hitoshi",2014.0,Mystery,adult,,3.48,adult atmospheric manga mushi mystery nature peaceful slice-of-life supernatural
Hanabatake no Ibérico,"Hinachi, Nao",2015.0,Romance,young_adult,,3.48,comedy manga romance young_adult
"Danganronpa: Naegi Makoto, Jinsei Saiaku no Hi","Kodaka, Kazutaka",2013.0,Manga,adult,,3.48,manga
1/2 Series (1/2 Honeymoon),"Miyawaki, Yukino",2000.0,Manga,young_adult,,3.48,manga young_adult
Border,"Kotegawa, Yua",2013.0,Mystery,adult,,3.48,adult manga mystery supernatural
Sorenara Isso Koi ni Nare,"Gotou, Misaki",2013.0,Manga,young_adult,,3.48,manga young_adult
Imaginary,"Ikuhana, Niiro",2018.0,Manga,adult,,3.48,adult manga
Akuma no Riddle,"Kouga, Yun",2012.0,Action,adult,,3.48,action lgbt manga
Steins;Gate: Heni Kuukan no Octet,"Ikegami, Tatsuya",2012.0,Manga,adult,,3.48,manga
Kyuuketsuki no Uruwashiki Kekkon,"Kajiyama, Mika",2009.0,Manga,adult,,3.48,adult manga
Plant∞Plan,"Yugi, Iro",2012.0,Slice of Life,young_adult,,3.48,comedy manga slice-of-life young_adult
Babel Nisei (Babel II),"Yokoyama, Mitsuteru",1971.0,Action,young_adult,,3.48,action manga supernatural young_adult
"Kouritsuchuu Madoushi, Daini no Jinsei de Madou wo Kiwameru",Kenkyo na Circle,2015.0,Manga,adult,,3.48,manga
Tokimeichatte Gomen ne?,"Shiiba, Nana",2015.0,Romance,young_adult,,3.48,comedy manga romance young_adult
Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu! (High School Prodigies Have It Easy Even in Another World!),Sakuraneko,2015.0,Manga,adult,,3.48,manga
Sekai wa Nakajima ni Koi wo Suru!!,"Ikeyamada, Go",2016.0,Romance,young_adult,,3.48,comedy manga romance young_adult
29-sai Dokushin Chuuken Boukensha no Nichijou,"Nara, Ippei",2016.0,Fantasy,young_adult,,3.48,adventure fantasy manga young_adult
Asagaya Geijutsu Koukou Eizou-ka e Youkoso,"Matsuki, Tatsuya",2017.0,Manga,young_adult,,3.48,coming-of-age family manga school sci-fi showbiz young_adult
The Missing White Dragon,"Park, Young Ha",2005.0,Comedy,adult,,3.48,comedy drama manga
Spicy Recipe,"Amano, Maron",2008.0,Manga,young_adult,,3.48,manga young_adult
Yu☆Gi☆Oh! R (Yu-Gi-Oh! R),"Takahashi, Kazuki",2004.0,Manga,young_adult,,3.48,manga young_adult
Watashi ga Itemo Inakutemo,"Ikuemi, Ryou",2001.0,Romance,young_adult,,3.48,manga romance slice-of-life young_adult
Hanazakari de Koi Shiteru,"Honda, Natsumi",2007.0,Romance,young_adult,,3.48,drama manga romance young_adult
Saikyou Kareshi,"Kurumatani, Haruko",2006.0,Manga,young_adult,,3.48,manga young_adult
11-gatsu no Gymnasium,"Hagio, Moto",1970.0,Drama,young_adult,,3.48,drama lgbt manga young_adult
B-Shock,"Nakano, Junko",1999.0,Manga,adult,,3.48,adult comedy ecchi manga romance
Cotton,"Konno, Kita",2003.0,Manga,adult,,3.48,adult manga
♡ (Futaba-kun Change),"Aro, Hiroshi",1990.0,Manga,young_adult,,3.48,comedy coming-of-age ecchi fantasy manga romance school young_adult
Nabi,"Kim, Yeon-Joo",2006.0,Action,young_adult,,3.48,action drama manga romance young_adult
Shinrei Gakuen Koihenge (Spirit Academy Love Ghost),Kayono,2008.0,Fantasy,young_adult,,3.48,fantasy manga romance supernatural young_adult
Di Gi Charat Theater: Dejiko's Adventure,Koge-Donbo*,2001.0,Manga,adult,,3.48,manga
Shout!,"Nagata, Masami",2008.0,Romance,young_adult,,3.48,comedy manga romance young_adult
Land of Silver Rain,"Lee, Mira",2004.0,Romance,young_adult,,3.48,fantasy manga romance young_adult
Takasugi-san no Chibiyan Hero,Tomisaa,2019.0,Romance,adult,,3.48,comedy manga romance
Choppiri Toshiue demo Kanojo ni Shite Kuremasu ka? (Are You Okay With a Slightly Older Girlfriend?),"Nanase, Meruchi",2018.0,Manga,adult,,3.48,comedy drama manga romance
"Hazure Skill ""Kage ga Usui"" wo Motsu Guild Shokuin ga, Jitsu wa Densetsu no Ansatsusha (Hazure Skill: The Guild Member with a Worthless Skill Is Actually a Legendary Assassin)","Araki, Fuu",2019.0,Manga,adult,,3.48,manga
The Greatest Wolf of My Life,"Kim, Byung-gwan",2017.0,Romance,adult,,3.48,manga romance supernatural
Mango's Bone,Gold Kiwi Sae,2016.0,Romance,adult,,3.48,drama manga romance
Shakaijin Yuri Anthology (Whenever Our Eyes Meet...: A Women's Love Anthology),"Fuyume, Saya",2018.0,Slice of Life,adult,,3.48,lgbt manga slice-of-life
Saenai Ryman to Yankee Joshikousei (Dull Businessman and Naughty High School Girl),"Tamaki, Nao",2017.0,Romance,adult,,3.48,comedy manga romance
"Kedamonozakari, Koizakari","Umezawa, Marina",2015.0,Manga,young_adult,,3.48,manga young_adult
Banken Hero,"Mitsui, Haruka",2014.0,Romance,young_adult,,3.48,comedy manga romance young_adult
Suugaku Golden (Mathematics Golden),"Kuramaru, Tatsuhika",2019.0,Manga,adult,,3.48,adult manga
Koushinchou Kouhai ♀ to Teishinchou Senpai ♂ ga Renai ni Hattensuru made. (H!gh & Low),"Inaba, Shiro",2019.0,Manga,adult,,3.48,coming-of-age manga romantic-subtext school
Kimi to Deatte kara Boku wa,"Yoshii, Haruaki",2019.0,Manga,adult,,3.48,manga
"Tensei shita Daiseijo wa, Seijo de Aru Koto wo Hitakakusu (A Tale of the Secret Saint)","Aobe, Mahito",2019.0,Fantasy,adult,,3.48,action adventure fantasy manga
Arigatou tte Itte: Nikaidou Kou Tanpenshuu (Say Thank You: Collected Short Stories of Kou Nikaidou),"Nikaidou, Kou",2020.0,Slice of Life,adult,,3.48,drama manga slice-of-life
Akuma mo Fumu wo Osoreru Tokoro (Where satans fear to tread),"Yoshibe, Akuro",2015.0,Comedy,young_adult,,3.48,comedy manga supernatural young_adult
Hakodate Youjin Buraichou Himegami,"Tamaki, Nozomu",2007.0,Historical,adult,,3.48,action adult combat comedy ecchi gender historical lgbt manga martial-arts supernatural
Sasen mo Warukunai,"Kuku, Hayate",2015.0,Fantasy,adult,,3.48,comedy fantasy manga romance slice-of-life
Drop Frame,"Naruse, Yoshiki",2015.0,Romance,young_adult,,3.48,drama manga romance young_adult
Tsukarekitta Onna ga Shinu hodo Iyasareru Tame ni.,"Yamaguchi, Eito",2019.0,Comedy,adult,,3.48,comedy lgbt manga
Tsuiteru Kanojo,"Zappa, Gou",2004.0,Manga,young_adult,,3.48,comedy drama ecchi manga romance supernatural young_adult
Shippo no Koi (Puppy Love),"Tsuchida, Haru",2020.0,Romance,adult,,3.48,lgbt manga supernatural
Shin Elf-san wa Yaserarenai. (Plus-Sized Elf: Second Helping!),Synecdoche,2021.0,Fantasy,adult,,3.48,comedy ecchi fantasy manga
Koibito Ijou Yuujin Miman,Yatoyato,2021.0,Romance,adult,,3.48,comedy manga romance
All of You in the World,"Hwang, Mi Ri",2009.0,Romance,young_adult,,3.48,comedy manga romance young_adult
Tears to Tiara: Kakan no Daichi,Shirotsumekusa,2009.0,Fantasy,adult,,3.48,action adult adventure fantasy manga
Zutto Issho ni (Always Together),CLAMP,2001.0,Romance,young_adult,,3.48,fantasy manga romance young_adult
Fushigi no Maria-kun,"Shiina, Dai",2009.0,Romance,adult,,3.48,comedy coming-of-age manga romance school vampire
Goshujinsama to Watashi (Master and Me),"Yamada, Komomo",,Manga,young_adult,,3.48,manga young_adult
Dragon Drive,"Sakura, Kenichi",2001.0,Science Fiction,young_adult,,3.48,action adventure fantasy manga sci-fi young_adult
Watashi no Suki na Hito (The One I Love),CLAMP,1993.0,Romance,adult,,3.48,adult manga romance slice-of-life
Sakura Taisen (Sakura Wars),"Hiroi, Ouji",2002.0,Action,adult,,3.48,action manga romance supernatural
Kindai Renai,"Fujiwara, Kaoru",1996.0,Manga,adult,,3.48,adult drama manga romance supernatural
Luo Xue Cheng Bai,"Zi, Tu",2005.0,Fantasy,adult,,3.48,adventure comedy drama fantasy lgbt manga supernatural
Kabocha no Bouken (Adventure of Kabocha),"Igarashi, Daisuke",2003.0,Manga,adult,,3.48,manga
One Love,"Iwasaki, Saya",2006.0,Manga,adult,,3.48,manga
E.A.r.T.h (EArTh),"Kamiya, Yuu",2005.0,Science Fiction,young_adult,,3.48,action ecchi manga sci-fi supernatural young_adult
Mahoutsukai no Neko,"Kikuta, Yui",2009.0,Fantasy,adult,,3.48,adult adventure fantasy manga
Sable Prince,"Nesumi, Chisato",2008.0,Romance,young_adult,,3.48,fantasy manga romance young_adult
Atsui Hibi,"Midorikawa, Yuki",1999.0,Romance,young_adult,,3.48,drama manga romance young_adult
Kamisama no Orgel,"Mizusawa, Megumi",2001.0,Romance,young_adult,,3.48,drama manga romance young_adult
Hissatsu! Madonna Densetsu,"Azuki, Ryou",1997.0,Romance,young_adult,,3.48,comedy manga romance young_adult
Mail,"Yamazaki, Housui",1999.0,Horror,young_adult,,3.48,drama horror manga supernatural young_adult
Blue Sky Playground,"Kurasawa, Mota",,Romance,young_adult,,3.48,comedy manga romance young_adult
Iketeru Futari,"Sano, Takashi",1997.0,Manga,adult,,3.48,adult comedy ecchi manga romance
Happy Ice Cream!,"Kawamura, Mika",,Fantasy,young_adult,,3.48,comedy fantasy manga young_adult
Kidou Butouden G Gundam (Mobile Fighter G Gundam),"Tokita, Kouichi",1994.0,Science Fiction,adult,,3.48,action cosmic manga mecha robots sci-fi space
Kamisama Kazoku,"Kuwashima, Yoshikazu",2005.0,Fantasy,adult,,3.48,comedy fantasy manga romance
Zig☆Zag,"Nakaji, Yuki",2004.0,Manga,young_adult,,3.48,comedy drama manga romance young_adult
Cherry Love,"Shigano, Iori",2006.0,Romance,young_adult,,3.48,drama manga romance young_adult
R²: Rise R to the Second Power,"Hakoda, Maki",2002.0,Manga,young_adult,,3.48,manga young_adult
0 no Soukoushi (Parfum Extrait 0),"Yuki, Kaori",2004.0,Mystery,young_adult,,3.48,drama manga mystery young_adult
The Poet Who Buys Words,"Uhm, Jung-Hyun",2006.0,Manga,young_adult,,3.48,manga young_adult
Sexy Voice and Robo,"Kuroda, Iou",2000.0,Mystery,adult,,3.48,adult comedy drama manga mystery slice-of-life
Acony,"Toume, Kei",2004.0,Fantasy,adult,,3.48,adult drama fantasy manga slice-of-life supernatural
Kamunagara,"Yamamura, Hajime",2000.0,Action,adult,,3.48,action adult adventure manga supernatural
The Antique Gift Shop,"Lee, Eun",2004.0,Fantasy,adult,,3.48,drama fantasy manga
Grenadier,"Kaise, Sosuke",2002.0,Action,young_adult,,3.48,action adventure comedy ecchi manga young_adult
Yagyuu Hichou: Kaze no Shou (Samurai Legend),"Taniguchi, Jiro",1992.0,Historical,adult,,3.48,adult historical historical-japan manga ninja samurai
Tales of Xillia: Side;Milla,Bandai-Namco,2011.0,Fantasy,young_adult,,3.48,action adventure fantasy manga young_adult
Shoki no Urasawa,"Urasawa, Naoki",2000.0,Science Fiction,adult,,3.48,adult comedy manga sci-fi
Alma,"Mito, Shinji",2019.0,Science Fiction,adult,,3.48,adult adventure drama manga sci-fi
Pocha Climb!,Mintarou,2019.0,Sports,adult,,3.48,lgbt manga sports
25-ji no Ghost Writer (Ghost Writer at Twenty-Five O'clock),"Kajimoto, Akari",2019.0,Manga,adult,,3.48,adult comedy manga romance supernatural
Appetite,Lero,2015.0,Action,adult,,3.48,action manga supernatural
Joker no Kuni no Alice: Yoake Mae ni Miru Yume (Alice in the Country of Joker: The Nightmare Trilogy Vol. 1 - Dream Before Dawn),Job,2010.0,Romance,young_adult,,3.48,fantasy manga romance young_adult
Kare wa Diablo!,"Shimotsuki, Kayoko",2010.0,Mystery,young_adult,,3.48,comedy manga mystery romance supernatural young_adult
Akai Michi,"Andou, Yuki",2009.0,Romance,young_adult,,3.48,manga romance slice-of-life young_adult
Otogibanashi wo Anata ni: Tsukiyo no Maihime,"Shiina, Ayumi",2006.0,Manga,young_adult,,3.48,manga young_adult
Yuuutsu-kun to Succubus-san,Sakamegane,2015.0,Comedy,adult,,3.48,adult comedy manga supernatural
Unmei no Oaite wa? (To Marry a Stranger),"Hashimoto, Takako",2009.0,Manga,adult,,3.48,adult manga
Seiketsu no Haguruma,"Hanao, Kouhei",2010.0,Horror,young_adult,,3.48,fantasy horror manga young_adult
Yume no Kaseki (Dream Fossil: The Complete Stories of Satoshi Kon),"Kon, Satoshi",2011.0,Comedy,adult,,3.48,comedy drama manga
Kiteretsu Daihyakka,"Fujiko, Fujio F.",1974.0,Science Fiction,adult,,3.48,comedy manga sci-fi slice-of-life
Hatsukoi Chronicle,"Machimura, Nils",2013.0,Manga,young_adult,,3.48,manga young_adult
Sambong Barber Shop,"Ha, Il-Kwon",2008.0,Slice of Life,adult,,3.48,action adult drama manga romance slice-of-life
Ino-Head Gargoyle,"Fujisawa, Tooru",2012.0,Manga,adult,,3.48,adult manga
Iyada nante Iwasenai,"Nanajima, Kana",2010.0,Manga,young_adult,,3.48,manga young_adult
Ovally Trap,"Usami, Maki",2005.0,Manga,young_adult,,3.48,manga young_adult
Shiro no Eden,"Yoshioka, Ririko",2010.0,Manga,young_adult,,3.48,manga young_adult
Minato Machi Neko Machi,"Nanamaki, Kanako",2009.0,Manga,adult,,3.48,adult manga
Oujisama to Haiiro no Hibi (The Prince in His Dark Days),"Yamanaka, Hiko",2011.0,Romance,young_adult,,3.48,drama manga romance young_adult
Hideout,"Kakizaki, Masasumi",2010.0,Horror,adult,,3.48,action adult horror manga
Matantei Loki Ragnarok: Shinsekai no Kamigami,"Kinoshita, Sakura",2011.0,Mystery,adult,,3.48,comedy fantasy manga mystery supernatural
Danna-san wa Oneesan,mako,2017.0,Romance,adult,,3.48,comedy manga romance
