mal_id,title,title_english,title_japanese,type,chapters,volumes,status,publishing,published_from,published_to,score,scored_by,rank,popularity,members,favorites,authors,serializations,genres,themes,demographics,synopsis,image_url
57015,"My Monster Secret: ""Actually, I am...""","My Monster Secret: ""Actually, I am...""",実は私は,Manga,196.0,22.0,Finished,False,2013-01-31,2017-02-16,7.99,18181,921.0,355,53596,1644,"Masuda, Eiji",Shounen Champion (Weekly),Comedy|Fantasy|Romance|Supernatural,School,Shounen,"Meet Kuromine Asahi, ""the man who can't lie."" On the way home, he learns an important secret. His crush, Shiragami Youko, is actually a vampire! Can Asahi actually keep her secret?

It's a fun, clumsy, one-of-a kind vampire romantic comedy!",https://myanimelist.net/images/manga/3/191399.jpg
59961,Aoharu x Machine Gun,Aoharu x Machine Gun,青春×機関銃,Manga,84.0,18.0,Finished,False,2012-06-18,2019-08-17,7.99,4718,922.0,1338,17272,590,NAOE,GFantasy,Sports,Crossdressing|Team Sports,Shounen,"High school student council president Hotaru Tachibana—a girl often confused as a boy due to her speech pattern and clothing—is not afraid to fight against injustice. When her friend is supposedly swindled by a host, Hotaru feels compelled to confront the man responsible. He turns out to be her next-door-neighbor, Masamune Matsuoka, who decides that the best way to settle this is to play a ""survival game"": an imaginary war game where fake guns are used, but the battles are no less real.

Despite Hotaru's best efforts, she ends up losing and incurring a large debt due to the resulting damages. Consequently, she is forced to become the third member of Masamune's male-only team ""Toy ☆ Gun Gun,"" joining his friend, Tooru Yukimura, an author of adult manga who dislikes her at first. However, before she even notices it, Hotaru becomes genuinely fond of both the sport and her team members. She chooses to share in their dream of becoming the best survival game team in Japan and winning the fam",https://myanimelist.net/images/manga/1/106519.jpg
11496,Code Geass: Lelouch of the Rebellion,Code Geass: Lelouch of the Rebellion,コードギアス 反逆のルルーシュ,Light Novel,28.0,5.0,Finished,False,2007-04-28,2008-03-01,7.99,1442,923.0,4892,5162,135,"Taniguchi, Gorou|Ookouchi, Ichirou|Kimura, Takahiro|Iwasa, Mamoru",The Sneaker,Action|Adventure|Drama|Sci-Fi,Mecha,,"""Geass"" is a supernatural ability bestowed upon people who are worthy of its use. Its exact effect depends on its user's desires, but those who command it wield devastating power. 

In the far away land of Area 11, formerly known as Japan, the astute 17-year-old student Lelouch Lamperouge is granted his own Geass by the mysterious woman C.C., which gives him the absolute obedience of those it is used upon. With this, Lelouch vows to destroy the only world superpower—the Holy Britannian Empire—under the guise of the revolutionary freedom-fighter Zero, to exact vengeance on those who ruined him and his family.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/1/197070.jpg
62083,Saenai Heroine no Sodatekata: Koisuru Metronome,,冴えない彼女〈ヒロイン〉の育てかた 恋するメトロノーム,Manga,51.0,10.0,Finished,False,2013-08-24,2018-04-25,7.99,4934,924.0,1937,12828,318,"Musha, Sabu|Maruto, Fumiaki",Big Gangan,Comedy|Drama|Romance,,Seinen,"Spin-off of the SaeKano novel series focusing on the unlikely relationship between famed author Kasumigaoka Utaha and average otaku Aki Tomoya.

Down in a rut and out of lacking creativity, infatuation develops after a fan-signing for 'Love Metronome' and Aki becomes the estranged ""assistant"" of one of his school's top idols.

(Source: fourberie)",https://myanimelist.net/images/manga/2/150334.jpg
62723,Noragami: Stray Stories,Noragami: Stray Stories,ノラガミ 拾遺集,Manga,13.0,,Finished,False,2011-10-20,2016-02-19,7.99,3203,925.0,1964,12664,118,Adachitoka,Monthly Shounen Magazine+,Fantasy,Mythology,Shounen,"In a tale as epic as Noragami, sometimes details get overlooked, like how do shinki normally find employment? Is Yato ever useful? What happens when a god is targeted by a serial killer? Find the answers to these questions and more in this collection of short stories from Noragami creator Adachitoka!

(Source: Kodansha Comics USA)",https://myanimelist.net/images/manga/2/294519.jpg
21784,Dai Densetsu no Yuusha no Densetsu,,大伝説の勇者の伝説,Light Novel,97.0,18.0,Finished,False,2007-10-25,2025-05-20,7.99,621,925.0,6902,3505,58,"Kagami, Takaya|Toyota, Saori",,Action|Adventure|Fantasy,,,Sequel of Densetsu no Yuusha no Densetsu.,https://myanimelist.net/images/manga/3/126791.jpg
81667,Overlord,Overlord,オーバーロード,Manga,,19.0,Finished,False,2014-11-26,2023-05-25,7.99,16422,926.0,401,49602,1338,"Miyama, Fugin|Maruyama, Kugane",Comp Ace,Action|Fantasy,Isekai,,"Momonga is an average salaryman who spends his free time playing Yggdrasil, a DMMO-RPG (Dive Massively Multiplayer Online Role-Playing Game) well-known across Japan for its immense world and limitless customization. Unfortunately, all good things come to an end, and Yggdrasil's servers shut down in the year 2138. Wanting to witness the game’s final hours, Momonga, the leader of the guild Ainz Ooal Gown, logs in for the last time and heads toward the guild’s headquarters.

After reminiscing about his comrades and adventures, Momonga prepares for the server to automatically log him out as the clock strikes midnight. However, he is not forcefully booted out of the game. Instead, he finds himself in a new world—now trapped in the body of his avatar and where non-player characters are aware of their feelings.

Left with no other options, Momonga takes on the name of his guild in hopes that other players would recognize Ainz Ooal Gown. Determined to make sense of the bizarre situation, Momon",https://myanimelist.net/images/manga/3/161407.jpg
77573,Higurashi no Naku Koro ni Kai - Dai 2-wa: Tsumihoroboshi-hen,,ひぐらしのなく頃に解 第2話～罪滅し編～,Light Novel,,2.0,Finished,False,2008-07-01,2008-08-06,7.99,501,926.0,14911,1322,40,Ryukishi07|Tomohi,,Drama|Horror|Mystery,Psychological,,"Tsumiboroshi-hen is the answer arc corresponding to Onikakushi-hen. Unlike Meakashi-hen, Tsumihoroboshi-hen's story is drastically different from the plot of its question arc. In Tsumihoroboshi-hen, Rena experiences a situation similar to Keiichi's in Onikakushi-hen, as she makes a terrible mistake and becomes distrustful of her former friends. It is the first chapter with a (seemingly) happy ending, although the Tips reveal a sinister twist.

(Source: Wikipedia)",https://myanimelist.net/images/manga/5/135107.jpg
110485,Record of Ragnarok,Record of Ragnarok,終末のワルキューレ,Manga,,,Publishing,True,2017-11-25,,7.99,64175,928.0,89,152958,5720,"Fukui, Takumi|Umemura, Shinya|Ajichika",Comic Zenon,Action|Fantasy,Mythology,Seinen,"High above the realm of man, the gods of the world have convened to decide on a single matter: the continued existence of mankind. Under the head of Zeus, the deities of Ancient Greece, Norse mythology, and Hinduism, among others, call assembly every one thousand years to decide the fate of humanity. Because of their unrelenting abuse toward each other and the planet, this time the gods vote unanimously in favor of ending the human race.

But before the mandate passes, Brunhilde, one of the 13 demigod Valkyries, puts forth an alternate proposal: rather than anticlimactically annihilating mankind, why not give them a fighting chance and enact Ragnarök, a one-on-one showdown between man and god? Spurred on by the audacity of the challenge, the divine council quickly accepts, fully confident that this contest will display the utter might of the gods. To stand a chance against the mighty heavens, Brunhilde will need to assemble history's greatest individuals, otherwise the death knell will",https://myanimelist.net/images/manga/3/209957.jpg
140921,Positively Yours,Positively Yours,아기가 생겼어요,Manhwa,82.0,8.0,Finished,False,2020-06-08,2022-03-14,7.99,6934,931.0,1737,14083,223,"Lee, Jung|Kangki",Naver Series,Romance,Adult Cast,,"To Hee-won's dismay, the BFF she crushed on and her other BFF are now dating! Seriously bummed, Hee-won decides to go wild just one time, and find solace with a handsome stranger. A very satisfying one night affair has now turned into more—she's pregnant! Fate brings them together again, and now the regimented Doo-joon is determined to do the right thing and marry her. But they're basically strangers! Except... their bodies have been very intimately acquainted. What's this mother-to-be to do?

(Source: Tapas Media)",https://myanimelist.net/images/manga/1/264676.jpg
157888,Revenge of the Baskerville Bloodhound,Revenge of the Baskerville Bloodhound,철혈검가 사냥개의 회귀,Manhwa,,,Publishing,True,2023-04-14,,7.99,13080,932.0,520,39301,553,"Lego Babasseo|Seol, Arang",KakaoPage,Action|Fantasy,Time Travel,,"Raised to kill like a pack of loyal hounds, the Baskerville children took countless lives as a band of fearsome assassins. Despite being the shunned illegitimate son of the brood, Bikir served his family faithfully, only to meet his untimely demise at his father's hands. But when he is inexplicably reborn with a second chance at life, Bikir, armed with the memories and knowledge of his past, swears to rise above the pack and take his revenge. This time, he's ready to bite the hand that feeds.

(Source: Tapas Media)",https://myanimelist.net/images/manga/2/280319.jpg
158560,The Top Dungeon Farmer,The Top Dungeon Farmer,나 혼자 탑에서 농사,Manhwa,,,Publishing,True,2023-04-20,,7.99,3486,933.0,2023,12278,159,"sdcknight|Lee, Hakyung",Naver Webtoon,Fantasy,,,"Sejun, your average Seoul underdog, didn't expect to grow tomatoes full-time when he stumbled into the mysterious dungeon full of monster quests and extravagant rewards. Yet, there he was, as a farmer growing and selling cash crops while clearing numerous quests that came his way. Will Sejun make it out of the dungeon with the plush rewards he hoped for? At least he has what it takes: optimism, resourcefulness, and a group of loyal furry friends.

(Source: Webtoon Entertainment)",https://myanimelist.net/images/manga/3/330474.jpg
166626,The Witch and the Mercenary,The Witch and the Mercenary,魔女と傭兵,Manga,,,Publishing,True,2024-01-28,,7.99,1589,934.0,4160,6143,48,"Miyagi, Makoto|Chouhoukiteki, Kaeru",Magazine pocket,Action|Fantasy,,,"Zig—a tall, broad-shouldered mercenary—participates in a witch hunt. Following a fierce duel with the deadly witch, he becomes privy to her desire. ""I want you to protect me,"" she requests, tired of having her life trivialized. Seeking a place to survive, the witch and the mercenary set their sights on an unknown continent!

(Source: Kodansha)",https://myanimelist.net/images/manga/2/301979.jpg
97200,Kono Subarashii Sekai ni Shukufuku wo! Spin-off: Kono Kamen no Akuma ni Soudan wo!,,この素晴らしい世界に祝福を！スピンオフ この仮面の悪魔に相談を！,Light Novel,7.0,1.0,Finished,False,2015-09-25,2015-12-25,7.99,1506,934.0,5471,4563,24,"Mishima, Kurone|Akatsuki, Natsume",The Sneaker Web,Comedy|Fantasy,,,A spin-off of Kono Subarashii Sekai ni Shukufuku wo! that focuses on Vanir and Wiz.,https://myanimelist.net/images/manga/1/175150.jpg
147091,You and I Are Polar Opposites,You and I Are Polar Opposites,正反対な君と僕,Manga,71.0,8.0,Finished,False,2021-01-07,2024-11-25,7.98,9921,935.0,750,28614,507,"Agasawa, Koucha",Shounen Jump+,Comedy|Romance,School,Shounen,"Next to Miyu Suzuki, a trendy and bubbly high school girl, sits Yuusuke Tani, a quiet and frank boy. Their interactions are brief, limited to Suzuki's unprompted random questions and Tani's succinct answers. Yet, beneath these simple exchanges, feelings of love are quietly blossoming.

Suzuki sees Tani for who he is: a straightforward boy who respects everyone equally, completely unconcerned about fitting in. Unlike Tani, she is too hung up on what everyone else thinks, desperate to keep her crush a secret. However, a slight misunderstanding leads to Suzuki confessing her feelings—and to her delight, Tani feels the same. Jittery with excitement, the young couple starts dating, embarking on a wonderful journey of friendship and love.

[Written by MAL Rewrite]",https://myanimelist.net/images/manga/1/263980.jpg
